year,serial,month,cpsid,asecflag,asecwth,pernum,cpsidp,cpsidv,asecwt,age,sex,empstat,occ2010,ind1990,uhrsworkt,educ,incwage,implied_hourly_wage
2025,28866,3,20250306276100,1,1807.18,2,20250306276102,202503062761021,1807.18,31,Female,10,2320,842,50,123,146000,56.15384615384615
2025,28867,3,20250301282800,1,1258.02,2,20250301282802,202503012828021,1258.02,75,Female,10,4760,581,25,73,16000,12.307692307692308
2025,28868,3,20250302465300,1,1416.65,1,20250302465301,202503024653011,1416.65,60,Male,10,205,10,60,91,49000,15.705128205128204
2025,28868,3,20250302465300,1,1416.65,2,20250302465302,202503024653021,1416.65,58,Female,10,5000,660,40,73,40000,19.23076923076923
2025,28869,3,20240106059100,1,1191.47,1,20240106059101,202401060591011,1191.47,47,Female,10,2320,842,50,111,60000,23.076923076923077
2025,28869,3,20240106059100,1,1191.47,2,20240106059102,202401060591021,1191.47,50,Male,10,4220,832,30,81,19000,12.179487179487179
2025,28874,3,20250300016800,1,1825.8,2,20250300016803,202503000168031,1807.18,30,Female,10,3030,830,55,123,45000,15.734265734265735
2025,28874,3,20250300016800,1,1825.8,3,20250300016804,202503000168041,1807.18,30,Male,10,1360,60,40,111,65000,31.25
2025,28874,3,20250300016800,1,1825.8,4,20250300016802,202503000168021,1825.8,28,Male,10,120,892,45,111,85000,36.324786324786324
2025,28875,3,20241204826100,1,1000.33,1,20241204826101,202412048261011,1000.33,40,Female,10,430,710,55,111,132000,46.15384615384615
2025,28875,3,20241204826100,1,1000.33,2,20241204826102,202412048261021,1000.33,38,Male,10,3910,710,40,81,120000,57.69230769230769
2025,28876,3,20250202444600,1,2422.54,1,20250202444601,202502024446011,2422.54,36,Male,10,4840,722,70,111,68000,18.681318681318682
2025,28877,3,20240301097200,1,1631.63,1,20240301097201,202403010972011,1631.63,60,Male,10,1020,882,63,125,200000,61.05006105006105
2025,28878,3,20250306205600,1,1496.62,1,20250306205601,202503062056011,1496.62,58,Male,10,800,612,45,111,60000,25.641025641025642
2025,28878,3,20250306205600,1,1496.62,2,20250306205602,202503062056021,1496.62,61,Female,10,4610,922,50,92,20000,7.6923076923076925
2025,28878,3,20250306205600,1,1496.62,3,20250306205603,202503062056031,1612.03,23,Male,10,6440,60,40,81,55000,26.442307692307693
2025,28878,3,20250306205600,1,1496.62,4,20250306205604,202503062056041,1612.03,20,Male,10,5620,591,20,92,12800,12.307692307692308
2025,28879,3,20250301252100,1,801.3,1,20250301252101,202503012521011,801.3,52,Male,10,4850,732,45,111,500000,213.67521367521368
2025,28879,3,20250301252100,1,801.3,2,20250301252102,202503012521021,801.3,48,Female,10,2040,880,25,123,12000,9.23076923076923
2025,28880,3,20250302148600,1,985.24,1,20250302148601,202503021486011,985.24,56,Male,10,1020,400,40,111,125000,60.09615384615385
2025,28880,3,20250302148600,1,985.24,2,20250302148602,202503021486021,985.24,47,Female,10,5120,710,40,73,40000,19.23076923076923
2025,28881,3,20240102660500,1,973.34,1,20240102660501,202401026605011,973.34,42,Female,10,3030,831,40,123,100000,48.07692307692308
2025,28881,3,20240102660500,1,973.34,2,20240102660502,202401026605021,973.34,43,Male,10,10,711,60,123,200000,64.1025641025641
2025,28882,3,20240101533900,1,674.16,1,20240101533901,202401015339011,674.16,73,Female,10,2300,862,9,111,124000,264.95726495726495
2025,28884,3,20240303068500,1,1493.98,1,20240303068501,202403030685011,1493.98,54,Female,10,20,842,52,125,100000,36.98224852071006
2025,28884,3,20240303068500,1,1493.98,2,20240303068502,202403030685021,1493.98,49,Male,10,50,60,50,73,75000,28.846153846153847
2025,28888,3,20250304996100,1,1546.26,1,20250304996101,202503049961011,1546.26,51,Male,10,4220,842,60,81,54000,17.307692307692307
2025,28889,3,20250302651000,1,1451.18,1,20250302651001,202503026510011,1451.18,64,Male,10,350,831,50,124,85672,32.95076923076923
2025,28892,3,20251302889200,1,1099.29,2,20251302889202,202513028892021,1099.29,53,Female,10,4610,840,60,81,60000,19.23076923076923
2025,28893,3,20251302889300,1,962.74,3,20251302889303,202513028893031,1099.29,51,Female,10,4030,601,33,123,10000,5.827505827505828
2025,28895,3,20241302926200,1,867.72,1,20241302926201,202413029262011,867.72,32,Female,10,3600,831,36,111,60000,32.05128205128205
2025,28895,3,20241302926200,1,867.72,2,20241302926202,202413029262021,867.72,32,Male,10,3850,910,46,81,75000,31.354515050167223
2025,28896,3,20251302889600,1,865.74,1,20251302889601,202513028896011,865.74,50,Female,10,540,711,40,81,75000,36.05769230769231
2025,28897,3,20251302889700,1,898.0,1,20251302889701,202513028897011,898.0,45,Female,10,430,762,40,81,80000,38.46153846153846
2025,28899,3,20250102475200,1,1364.29,1,20250102475201,202501024752011,1364.29,48,Male,12,6730,60,40,91,45000,21.634615384615383
2025,28901,3,20240202608200,1,834.87,1,20240202608201,202402026082011,834.87,59,Female,10,2860,842,40,111,76000,36.53846153846154
2025,28901,3,20240202608200,1,834.87,2,20240202608202,202402026082021,1187.04,24,Male,10,2310,842,35,81,20000,10.989010989010989
2025,28901,3,20240202608200,1,834.87,3,20240202608203,202402026082031,1123.25,24,Female,10,2310,842,35,111,45000,24.725274725274726
2025,28903,3,20240104530000,1,2378.43,1,20240104530001,202401045300011,2378.43,22,Male,10,850,700,40,73,39000,18.75
2025,28903,3,20240104530000,1,2378.43,2,20240104530002,202401045300021,2315.56,22,Male,10,9600,180,40,73,41000,19.71153846153846
2025,28905,3,20240100729500,1,858.29,1,20240100729502,202401007295021,858.29,31,Male,10,6260,60,40,73,62000,29.807692307692307
2025,28906,3,20240302213200,1,922.67,1,20240302213201,202403022132011,922.67,30,Female,10,230,842,40,81,36000,17.307692307692307
2025,28906,3,20240302213200,1,922.67,2,20240302213202,202403022132021,922.67,35,Male,10,4760,580,40,81,72000,34.61538461538461
2025,28907,3,20240304490500,1,1432.7,1,20240304490501,202403044905011,1432.7,62,Female,10,120,580,43,111,108000,48.3005366726297
2025,28909,3,20240102809600,1,672.11,1,20240102809601,202401028096011,672.11,53,Male,10,910,702,40,111,195000,93.75
2025,28909,3,20240102809600,1,672.11,2,20240102809602,202401028096021,672.11,52,Female,10,4040,641,24,81,28000,22.435897435897434
2025,28909,3,20240102809600,1,672.11,3,20240102809603,202401028096031,1234.96,24,Male,10,4220,722,30,81,32000,20.512820512820515
2025,28909,3,20240102809600,1,672.11,4,20240102809604,202401028096041,1234.96,22,Male,10,4220,762,32,81,9500,5.709134615384615
2025,28909,3,20240102809600,1,672.11,5,20240102809605,202401028096051,1045.47,17,Female,10,4150,641,12,50,9800,15.705128205128204
2025,28911,3,20250206269700,1,2491.5,1,20250206269701,202502062697011,2491.5,28,Male,10,3160,840,40,125,73000,35.09615384615385
2025,28912,3,20250100880100,1,1160.51,2,20250100880102,202501008801021,1160.51,58,Female,10,4530,762,40,81,50000,24.03846153846154
2025,28915,3,20250100356400,1,1000.05,1,20250100356401,202501003564011,1000.05,30,Female,10,630,731,40,73,56000,26.923076923076923
2025,28917,3,20250100612400,1,702.1,1,20250100612401,202501006124011,702.1,52,Male,10,4850,512,52,111,171000,63.239644970414204
2025,28917,3,20250100612400,1,702.1,2,20250100612402,202501006124021,702.1,51,Female,10,2310,842,40,123,45000,21.634615384615383
2025,28917,3,20250100612400,1,702.1,3,20250100612403,202501006124031,1216.99,20,Female,10,3600,832,8,81,8000,19.23076923076923
2025,28919,3,20241205867000,1,1093.0,1,20241205867001,202412058670011,1093.0,55,Male,10,4850,512,40,91,28000,13.461538461538462
2025,28920,3,20240102596600,1,1825.02,1,20240102596601,202401025966011,1825.02,41,Female,10,2200,850,55,125,75000,26.223776223776223
2025,28921,3,20240100996800,1,781.11,1,20240100996801,202401009968011,781.11,60,Female,10,4020,641,56,73,26000,8.928571428571429
2025,28921,3,20240100996800,1,781.11,2,20240100996802,202401009968021,781.11,63,Male,10,7340,762,60,73,75000,24.03846153846154
2025,28923,3,20250102558000,1,618.94,1,20250102558001,202501025580011,618.94,58,Female,10,120,442,38,111,120000,60.72874493927125
2025,28923,3,20250102558000,1,618.94,2,20250102558002,202501025580021,618.94,62,Male,10,5620,601,40,81,30000,14.423076923076923
2025,28923,3,20250102558000,1,618.94,3,20250102558003,202501025580031,1290.06,24,Male,10,800,890,40,123,65000,31.25
2025,28926,3,20241302928600,1,991.09,1,20241302928601,202413029286011,991.09,39,Male,10,4010,842,56,111,56000,19.23076923076923
2025,28926,3,20241302928600,1,991.09,2,20241302928602,202413029286021,991.09,36,Female,10,1105,641,40,111,88000,42.30769230769231
2025,28927,3,20241302928700,1,549.4,1,20241302928701,202413029287011,549.4,71,Male,10,3930,740,36,123,37000,19.764957264957264
2025,28927,3,20241302928700,1,549.4,2,20241302928702,202413029287021,549.4,63,Female,10,800,410,40,111,40000,19.23076923076923
2025,28928,3,20251302892800,1,918.53,1,20251302892801,202513028928011,918.53,33,Female,10,4110,641,30,92,52000,33.333333333333336
2025,28928,3,20251302892800,1,918.53,2,20251302892802,202513028928021,918.53,45,Male,10,4000,641,40,73,35000,16.826923076923077
2025,28930,3,20240206212800,1,1691.95,1,20240206212801,202402062128011,1691.95,70,Female,10,2540,842,38,81,16000,8.097165991902834
2025,28931,3,20240201822700,1,1716.22,1,20240201822702,202402018227021,1716.22,44,Female,10,5000,831,55,81,50896,17.795804195804195
2025,28932,3,20250105463000,1,1160.51,1,20250105463001,202501054630011,1160.51,57,Female,10,4700,591,50,111,112000,43.07692307692308
2025,28934,3,20231200478800,1,1594.86,2,20231200478802,202312004788021,1594.86,53,Female,10,5120,820,105,91,45000,8.241758241758241
2025,28934,3,20231200478800,1,1594.86,3,20231200478803,202312004788031,1544.72,29,Male,10,7020,752,40,73,13000,6.25
2025,28936,3,20250300908400,1,781.17,4,20250300908404,202503009084041,857.98,39,Female,10,3255,831,40,123,55000,26.442307692307693
2025,28939,3,20250305135900,1,1496.62,1,20250305135901,202503051359011,1496.62,60,Female,10,5700,842,40,81,85000,40.86538461538461
2025,28940,3,20251302894000,1,906.43,2,20251302894002,202513028940021,906.43,35,Male,10,430,10,40,111,119000,57.21153846153846
2025,28943,3,20241201399600,1,1334.64,1,20241201399601,202412013996011,1334.64,39,Male,10,205,10,50,91,100000,38.46153846153846
2025,28945,3,20250102786500,1,945.31,1,20250102786501,202501027865011,945.31,68,Female,10,4760,682,24,81,24000,19.23076923076923
2025,28946,3,20250300170900,1,1254.24,1,20250300170901,202503001709011,1254.24,46,Female,10,5700,850,50,92,40000,15.384615384615385
2025,28947,3,20241200933000,1,906.29,2,20241200933002,202412009330021,906.29,38,Male,10,3600,831,40,111,150000,72.11538461538461
2025,28948,3,20250200601200,1,938.58,1,20250200601201,202502006012011,938.58,41,Male,10,205,11,55,111,80000,27.972027972027973
2025,28951,3,20251302895100,1,1056.47,1,20251302895101,202513028951011,1056.47,47,Male,10,20,840,60,111,500000,160.25641025641025
2025,28951,3,20251302895100,1,1056.47,2,20251302895102,202513028951021,1056.47,49,Female,10,2310,842,50,123,65000,25.0
2025,28952,3,20250100781200,1,473.68,1,20250100781201,202501007812011,473.68,61,Male,10,9130,10,10,73,39000,75.0
2025,28952,3,20250100781200,1,473.68,2,20250100781202,202501007812021,473.68,63,Female,10,3500,832,36,81,84000,44.87179487179487
2025,28952,3,20250100781200,1,473.68,4,20250100781204,202501007812041,725.2,19,Male,10,9620,372,48,73,79000,31.650641025641026
2025,28953,3,20250200016000,1,1326.72,1,20250200016001,202502000160011,1326.72,67,Female,10,2630,681,8,73,42000,100.96153846153847
2025,28956,3,20241302930900,1,909.65,1,20251302895601,202513028956011,909.65,37,Male,10,910,700,40,111,96000,46.15384615384615
2025,28956,3,20241302930900,1,909.65,2,20251302895602,202513028956021,909.65,36,Female,10,10,700,40,125,104400,50.19230769230769
2025,28957,3,20240103758100,1,812.55,1,20240103758101,202401037581011,812.55,51,Male,10,6730,60,40,73,42000,20.192307692307693
2025,28957,3,20240103758100,1,812.55,2,20240103758102,202401037581021,812.55,41,Female,10,4350,100,40,92,60000,28.846153846153847
2025,28958,3,20241201406000,1,1624.64,2,20241201406002,202412014060021,1624.64,59,Female,10,4230,832,35,60,23000,12.637362637362637
2025,28959,3,20231200483900,1,817.99,1,20231200483901,202312004839011,817.99,38,Male,10,20,582,40,92,107000,51.44230769230769
2025,28959,3,20231200483900,1,817.99,2,20231200483902,202312004839021,817.99,35,Female,10,800,502,36,111,105000,56.08974358974359
2025,28960,3,20250102239100,1,968.8,1,20250102239101,202501022391011,968.8,54,Male,10,8630,850,40,111,92000,44.23076923076923
2025,28960,3,20250102239100,1,968.8,2,20250102239102,202501022391021,968.8,55,Female,10,5120,842,37,111,70000,36.38253638253638
2025,28960,3,20250102239100,1,968.8,3,20250102239103,202501022391031,1647.62,19,Male,10,9620,751,20,73,20000,19.23076923076923
2025,28961,3,20231200484900,1,817.99,1,20231200484901,202312004849011,817.99,36,Female,10,5700,900,40,111,70000,33.65384615384615
2025,28961,3,20231200484900,1,817.99,2,20231200484902,202312004849021,817.99,38,Male,10,430,110,45,92,205000,87.6068376068376
2025,28963,3,20250202763600,1,786.63,2,20250202763602,202502027636021,786.63,54,Male,10,2200,850,60,123,1000000,320.5128205128205
2025,28965,3,20251302896500,1,803.94,1,20251302896501,202513028965011,803.94,40,Female,10,6240,631,56,40,75000,25.755494505494507
2025,28965,3,20251302896500,1,803.94,2,20251302896502,202513028965021,803.94,35,Male,10,6240,631,40,111,88000,42.30769230769231
2025,28966,3,20250304208200,1,1546.88,1,20250304208201,202503042082011,1546.88,65,Female,10,350,831,40,73,60000,28.846153846153847
2025,28966,3,20250304208200,1,1546.88,2,20250304208202,202503042082021,1546.88,67,Male,10,50,282,40,73,90000,43.26923076923077
2025,28967,3,20241201536000,1,1546.88,1,20241201536001,202412015360011,1546.88,68,Female,10,4130,842,45,73,27000,11.538461538461538
2025,28967,3,20241201536000,1,1546.88,2,20241201536002,202412015360021,1546.88,68,Male,10,9620,582,40,73,72000,34.61538461538461
2025,28968,3,20240102627400,1,785.64,1,20240102627401,202401026274011,785.64,36,Female,10,1020,931,40,92,80000,38.46153846153846
2025,28969,3,20241200508800,1,803.66,2,20241200508802,202412005088021,803.66,37,Male,10,7700,270,48,73,79000,31.650641025641026
2025,28971,3,20240200387700,1,1294.04,3,20240200387703,202402003877032,1981.69,53,Male,10,5620,591,40,73,32000,15.384615384615385
2025,28972,3,20250104765000,1,1653.11,1,20250104765001,202501047650011,1653.11,25,Female,12,2310,842,40,111,48000,23.076923076923077
2025,28972,3,20250104765000,1,1653.11,2,20250104765002,202501047650021,1653.11,25,Male,12,1360,60,40,111,66000,31.73076923076923
2025,28975,3,20250304120400,1,1252.28,2,20250304120402,202503041204021,1252.28,64,Male,10,4850,550,40,81,100000,48.07692307692308
2025,28976,3,20231200485400,1,873.47,1,20231200485401,202312004854011,873.47,53,Male,10,6320,400,40,111,30000,14.423076923076923
2025,28976,3,20231200485400,1,873.47,2,20231200485402,202312004854021,873.47,49,Female,10,3800,910,40,91,215000,103.36538461538461
2025,28978,3,20241302932400,1,821.52,1,20241302932401,202413029324011,821.52,27,Female,10,4220,722,40,50,12600,6.0576923076923075
2025,28978,3,20241302932400,1,821.52,5,20241302932402,202413029324021,821.52,26,Male,10,9640,411,40,2,40000,19.23076923076923
2025,28979,3,20240200674900,1,1016.02,1,20240200674901,202402006749011,1016.02,54,Female,10,2310,842,40,81,18000,8.653846153846153
2025,28979,3,20240200674900,1,1016.02,2,20240200674902,202402006749021,1016.02,59,Male,10,5400,900,40,91,120000,57.69230769230769
2025,28979,3,20240200674900,1,1016.02,3,20240200674904,202402006749041,1266.75,24,Male,10,735,580,40,91,52000,25.0
2025,28979,3,20240200674900,1,1016.02,4,20240200674903,202402006749031,1318.31,18,Male,10,5620,582,28,60,9500,6.524725274725275
2025,28980,3,20250103430100,1,542.27,1,20250103430101,202501034301011,542.27,54,Male,10,9140,402,40,111,20000,9.615384615384615
2025,28980,3,20250103430100,1,542.27,2,20250103430102,202501034301021,542.27,46,Female,10,2010,871,40,123,28000,13.461538461538462
2025,28981,3,20240100439300,1,519.12,1,20240100439301,202401004393012,519.12,45,Female,10,520,591,40,60,29000,13.942307692307692
2025,28981,3,20240100439300,1,519.12,2,20240100439302,202401004393021,519.12,46,Male,10,5630,122,40,30,55000,26.442307692307693
2025,28982,3,20240104339900,1,809.96,1,20240104339901,202401043399011,809.96,36,Male,10,7700,100,40,73,98000,47.11538461538461
2025,28983,3,20240303173400,1,739.14,1,20240303173401,202403031734011,739.14,47,Male,10,1965,470,40,111,64000,30.76923076923077
2025,28985,3,20241205427200,1,1000.63,1,20241205427201,202412054272011,1000.63,42,Male,10,4850,530,40,92,109145,52.47355769230769
2025,28985,3,20241205427200,1,1000.63,3,20241205427205,202412054272051,1123.09,19,Female,12,4600,862,10,81,5000,9.615384615384615
2025,28987,3,20241202562200,1,893.49,1,20241202562201,202412025622011,893.49,44,Female,10,10,161,40,111,190000,91.34615384615384
2025,28987,3,20241202562200,1,893.49,2,20241202562202,202412025622021,893.49,42,Male,10,205,10,35,92,80000,43.956043956043956
2025,28989,3,20250301468700,1,612.57,1,20250301468701,202503014687011,612.57,26,Female,10,2540,842,70,81,20320,5.582417582417582
2025,28989,3,20250301468700,1,612.57,2,20250301468702,202503014687021,612.57,25,Female,10,8730,182,40,81,36000,17.307692307692307
2025,28989,3,20250301468700,1,612.57,3,20250301468703,202503014687031,586.39,24,Male,12,9600,411,25,81,16000,12.307692307692308
2025,28990,3,20240100950900,1,1498.49,1,20240100950901,202401009509011,1498.49,33,Male,10,4760,582,45,111,600000,256.4102564102564
2025,28991,3,20231200485300,1,867.59,1,20231200485301,202312004853011,867.59,32,Female,10,1050,842,40,92,62000,29.807692307692307
2025,28991,3,20231200485300,1,867.59,2,20231200485302,202312004853021,867.59,32,Male,10,8140,331,40,92,55952,26.9
2025,28995,3,20250102785500,1,1151.22,1,20250102785501,202501027855011,1151.22,57,Male,10,910,700,45,111,225000,96.15384615384616
2025,28998,3,20250100664500,1,1305.91,1,20250100664501,202501006645011,1305.91,50,Female,10,725,741,50,111,120000,46.15384615384615
2025,28998,3,20250100664500,1,1305.91,2,20250100664502,202501006645021,1305.91,53,Male,10,1020,732,50,111,425000,163.46153846153845
2025,29000,3,20241206576400,1,816.96,3,20241206576403,202412065764031,662.92,36,Male,10,9640,601,12,73,2319,3.7163461538461537
2025,29001,3,20240305086100,1,1482.03,1,20240305086101,202403050861011,1482.03,53,Female,12,2320,842,40,124,70000,33.65384615384615
2025,29001,3,20240305086100,1,1482.03,2,20240305086102,202403050861021,1482.03,42,Male,12,6420,60,48,81,52500,21.033653846153847
2025,29002,3,20241204916700,1,1795.73,1,20241204916701,202412049167011,1795.73,25,Female,10,5700,810,20,111,32000,30.76923076923077
2025,29002,3,20241204916700,1,1795.73,2,20241204916702,202412049167021,1795.73,29,Male,10,430,810,65,123,50000,14.792899408284024
2025,29003,3,20241206610700,1,1015.38,1,20241206610701,202412066107011,1015.38,38,Female,10,850,710,40,111,167000,80.28846153846153
2025,29003,3,20241206610700,1,1015.38,2,20241206610702,202412066107021,1015.38,39,Male,10,430,741,40,81,95000,45.67307692307692
2025,29003,3,20241206610700,1,1015.38,3,20241206610705,202412066107051,1113.77,18,Female,10,4720,601,15,71,5495,7.044871794871795
2025,29005,3,20241202724100,1,1076.95,1,20241202724101,202412027241011,1076.95,32,Female,10,3255,812,40,111,65000,31.25
2025,29005,3,20241202724100,1,1076.95,2,20241202724102,202412027241021,1076.95,32,Male,10,230,880,40,111,38000,18.26923076923077
2025,29007,3,20250101469900,1,1047.68,1,20250101469901,202501014699011,1047.68,28,Female,10,4850,342,30,111,10000,6.410256410256411
2025,29007,3,20250101469900,1,1047.68,2,20250101469902,202501014699021,1047.68,28,Male,10,7700,370,50,81,98000,37.69230769230769
2025,29008,3,20250106197500,1,820.36,1,20250106197501,202501061975011,820.36,47,Female,10,2860,741,10,73,123750,237.98076923076923
2025,29008,3,20250106197500,1,820.36,2,20250106197502,202501061975021,820.36,48,Male,10,7810,100,40,2,30000,14.423076923076923
2025,29008,3,20250106197500,1,820.36,3,20250106197503,202501061975031,885.03,25,Male,10,3110,812,40,91,60000,28.846153846153847
2025,29009,3,20240303533500,1,932.17,1,20240303533501,202403035335011,932.17,28,Male,10,540,711,40,123,134000,64.42307692307692
2025,29010,3,20250304841100,1,801.3,1,20250304841101,202503048411011,801.3,45,Female,10,5000,841,45,111,10400,4.444444444444445
2025,29010,3,20250304841100,1,801.3,2,20250304841102,202503048411021,801.3,45,Male,10,4710,502,45,73,123000,52.56410256410256
2025,29010,3,20250304841100,1,801.3,3,20250304841103,202503048411031,829.73,18,Male,10,9610,750,8,60,500,1.2019230769230769
2025,29013,3,20250300609800,1,1406.12,1,20250300609801,202503006098011,1406.12,45,Female,10,420,881,40,111,84000,40.38461538461539
2025,29013,3,20250300609800,1,1406.12,2,20250300609802,202503006098021,1406.12,40,Female,10,430,390,40,111,110000,52.88461538461539
2025,29014,3,20240404080400,1,1181.94,1,20240404080401,202404040804011,1181.94,48,Female,10,3255,831,36,111,75000,40.06410256410256
2025,29016,3,20231200485900,1,1046.32,1,20231200485901,202312004859011,1046.32,45,Female,10,4620,810,15,111,15000,19.23076923076923
2025,29016,3,20231200485900,1,1046.32,2,20231200485902,202312004859021,1046.32,50,Male,10,20,311,40,111,150000,72.11538461538461
2025,29016,3,20231200485900,1,1046.32,3,20231200485903,202312004859031,1074.8,18,Female,10,4050,641,15,60,10000,12.820512820512821
2025,29016,3,20231200485900,1,1046.32,4,20231200485904,202312004859041,1074.8,16,Female,10,4050,641,10,40,5000,9.615384615384615
2025,29017,3,20250203981800,1,2226.14,1,20250203981801,202502039818011,2226.14,30,Male,10,2810,172,40,111,40000,19.23076923076923
2025,29018,3,20251302901800,1,1143.65,1,20251302901801,202513029018011,1143.65,45,Male,10,860,711,37,92,80100,41.63201663201663
2025,29018,3,20251302901800,1,1143.65,2,20251302901802,202513029018021,1143.65,43,Female,10,5120,120,40,111,45000,21.634615384615383
2025,29018,3,20251302901800,1,1143.65,3,20251302901803,202513029018031,1228.4,17,Female,10,5240,802,14,60,1320,1.8131868131868132
2025,29019,3,20250300104200,1,1217.94,1,20250300104201,202503001042011,1217.94,44,Female,10,3647,922,40,81,48000,23.076923076923077
2025,29020,3,20240102421200,1,530.48,1,20240102421201,202401024212011,530.48,45,Female,10,2320,842,40,111,34000,16.346153846153847
2025,29020,3,20240102421200,1,530.48,2,20240102421202,202401024212021,530.48,46,Male,10,430,410,50,91,219000,84.23076923076923
2025,29020,3,20240102421200,1,530.48,3,20240102421203,202401024212031,972.57,22,Female,12,5400,402,8,81,12500,30.048076923076923
2025,29023,3,20250300907000,1,1265.73,1,20250300907001,202503009070011,1265.73,46,Male,10,2750,810,24,73,1000,0.8012820512820513
2025,29024,3,20250302258100,1,1302.82,1,20250302258101,202503022581011,1302.82,54,Female,10,3640,820,50,92,60000,23.076923076923077
2025,29026,3,20231200486000,1,1637.76,1,20231200486001,202312004860011,1637.76,51,Male,10,4850,530,40,111,50000,24.03846153846154
2025,29026,3,20231200486000,1,1637.76,2,20231200486002,202312004860021,1637.76,49,Female,10,5620,682,40,91,36950,17.764423076923077
2025,29026,3,20231200486000,1,1637.76,3,20231200486003,202312004860031,1446.64,29,Female,10,4760,591,40,91,33000,15.865384615384615
2025,29026,3,20231200486000,1,1637.76,4,20231200486004,202312004860041,1942.95,23,Female,10,5240,810,24,111,45600,36.53846153846154
2025,29027,3,20251302902700,1,1248.84,1,20251302902701,202513029027011,1248.84,35,Male,10,4220,270,40,92,52000,25.0
2025,29032,3,20251302903200,1,859.38,1,20251302903201,202513029032011,859.38,21,Female,10,4050,641,25,91,23000,17.692307692307693
2025,29034,3,20251302903400,1,742.68,1,20251302903401,202513029034011,742.68,47,Female,10,2310,842,35,123,58342,32.05604395604396
2025,29034,3,20251302903400,1,742.68,2,20251302903402,202513029034021,742.68,44,Female,10,230,842,80,125,1099999,264.4228365384615
2025,29035,3,20231200486600,1,1164.64,1,20231200486601,202312004866011,1164.64,70,Male,10,9620,580,40,73,32000,15.384615384615385
2025,29037,3,20240300681700,1,1513.1,1,20240300681701,202403006817011,1513.1,22,Male,10,7315,60,40,73,26002,12.500961538461539
2025,29038,3,20240302749000,1,1451.78,1,20240302749001,202403027490011,1451.78,58,Male,10,4030,641,45,73,22000,9.401709401709402
2025,29039,3,20240206039600,1,1217.86,1,20240206039601,202402060396011,1217.86,24,Female,10,3600,831,68,111,36000,10.180995475113122
2025,29039,3,20240206039600,1,1217.86,2,20240206039602,202402060396021,1266.03,51,Male,10,7340,100,40,20,80000,38.46153846153846
2025,29039,3,20240206039600,1,1217.86,3,20240206039603,202402060396031,1266.03,45,Female,10,8800,100,40,20,25000,12.01923076923077
2025,29042,3,20250302654900,1,956.12,1,20250302654901,202503026549011,956.12,30,Female,10,2310,842,40,123,55000,26.442307692307693
2025,29042,3,20250302654900,1,956.12,2,20250302654902,202503026549021,956.12,36,Male,10,430,882,50,123,108000,41.53846153846154
2025,29046,3,20250302794600,1,1452.98,1,20250302794601,202503027946011,1452.98,63,Male,12,9620,550,40,73,52000,25.0
2025,29048,3,20250102477700,1,898.38,1,20250102477701,202501024777011,898.38,59,Female,10,3420,812,40,73,60944,29.3
2025,29048,3,20250102477700,1,898.38,2,20250102477702,202501024777022,898.38,60,Male,10,9120,401,80,73,63000,15.14423076923077
2025,29049,3,20231200485200,1,1682.5,1,20231200485201,202312004852011,1682.5,40,Male,10,9620,580,40,81,40000,19.23076923076923
2025,29050,3,20240301451700,1,649.51,1,20240301451701,202403014517011,649.51,43,Male,10,6230,60,40,73,42000,20.192307692307693
2025,29052,3,20241204221700,1,731.84,2,20241204221702,202412042217021,1280.61,23,Male,10,4220,740,40,73,20000,9.615384615384615
2025,29053,3,20241200219600,1,789.64,1,20241200219601,202412002196011,789.64,58,Female,10,5700,821,50,111,90000,34.61538461538461
2025,29053,3,20241200219600,1,789.64,2,20241200219602,202412002196021,789.64,59,Male,10,630,731,50,111,35000,13.461538461538462
2025,29054,3,20250206245600,1,1280.24,1,20250206245601,202502062456011,1280.24,31,Male,10,5850,711,40,73,25000,12.01923076923077
2025,29056,3,20240102563200,1,965.55,1,20240102563201,202401025632011,965.55,41,Female,10,120,831,40,123,80000,38.46153846153846
2025,29056,3,20240102563200,1,965.55,2,20240102563202,202401025632021,965.55,41,Male,10,120,450,40,124,200000,96.15384615384616
2025,29061,3,20231200484300,1,1506.83,2,20231200484302,202312004843021,1505.07,49,Male,10,9620,601,40,81,35000,16.826923076923077
2025,29068,3,20241206215300,1,1093.0,1,20241206215301,202412062153011,1093.0,48,Male,10,7630,722,50,81,80000,30.76923076923077
2025,29068,3,20241206215300,1,1093.0,2,20241206215302,202412062153021,1093.0,48,Female,10,5940,910,60,91,40000,12.820512820512821
2025,29069,3,20250201018300,1,1761.68,1,20250201018301,202502010183011,1761.68,57,Male,10,10,892,50,111,400000,153.84615384615384
2025,29076,3,20250102373300,1,1151.22,1,20250102373301,202501023733011,1151.22,57,Female,10,3255,400,40,123,130000,62.5
2025,29076,3,20250102373300,1,1151.22,2,20250102373302,202501023733021,1151.22,65,Male,10,7220,400,40,92,140000,67.3076923076923
2025,29076,3,20250102373300,1,1151.22,3,20250102373303,202501023733031,1873.29,26,Male,10,3500,840,18,111,9000,9.615384615384615
2025,29084,3,20250103360200,1,1860.09,1,20250103360201,202501033602011,1860.09,30,Female,10,160,550,40,123,70000,33.65384615384615
2025,29085,3,20241206626300,1,1751.47,1,20241206626301,202412066263011,1751.47,62,Female,10,740,710,40,111,40000,19.23076923076923
2025,29086,3,20241202625700,1,957.72,1,20241202625701,202412026257011,957.72,37,Male,10,3255,831,36,123,121500,64.90384615384616
